Timestamp,Firm exit status,Do you have your CPA license?,How many years of experience in accounting do you have? (If none please skip),What is your current salary + bonus in USD? (Example Format: 50000) (If none please skip),"If you have exited a public accounting firm, how many years did you work in public accounting before exiting? (Please skip if this doesn't apply to you)",What industry do you work in?,What COL is your region?,Where do you live?,Gender,What is your line of service? (Or was in the case of those who have exited),How many hours do you currently work per week on average? 
7/28/2020 19:28:52,I am still in school,No,,,,,,,Male,,
7/28/2020 20:00:26,,,,,,,,,,,
7/28/2020 20:19:14,I am currently working at a mid-tier or local accounting firm,No,,48000,,Public Accounting,High,Canada,Male,Audit,
7/28/2020 20:25:58,I am still in school,No,,,,,Low,United States,Male,,
7/28/2020 20:42:50,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,70000,,Public Accounting,High,United States,Male,Audit,
7/28/2020 20:46:40,I am still in school,No,,,,,,,,,
7/28/2020 21:09:40,,,,,,,,,,,
7/28/2020 21:13:31,I am currently working at a mid-tier or local accounting firm,No,,48000,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 21:25:08,I am still in school,No,,,,Public Accounting,High,Canada,Male,,
7/28/2020 21:44:05,I am still in school,No,,,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 22:00:56,,,,,,,,,,,
7/28/2020 22:14:00,I am still in school,No,,,,,,,,,
7/28/2020 22:14:42,I am still in school,No,,,,Medical,High,United States,Male,just a receptionist :/,
7/28/2020 22:17:29,I am still in school,No,,,,,Low,United States,Male,,
7/28/2020 22:19:19,I am still in school,No,,,,,,United States,Male,,
7/28/2020 22:32:02,I am currently working at a Big 4 accounting firm,No,,60000,,Public Accounting,Low,United States,Male,Tax,
7/28/2020 22:39:05,,,,,,,,,,,
7/28/2020 22:43:29,I am still in school,No,,56000,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 22:45:07,I am still in school,No,,,,,,,,,
7/28/2020 22:50:05,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 22:53:04,I am currently working at a Big 4 accounting firm,No,,59000,,Public Accounting,High,United States,Male,Audit,
7/28/2020 22:53:19,,,,,,,,,,,
7/28/2020 22:57:00,,,,,,,,,Prefer not to say,,
7/28/2020 22:58:30,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,56000,,Public Accounting,Medium,United States,Male,Tax,
7/28/2020 22:58:59,I am currently working at a Big 4 accounting firm,No,,70000,,Public Accounting,High,United States,Male,Tax,
7/28/2020 23:04:46,I am still in school,No,,,,,,United States,,,
7/28/2020 23:05:12,I am currently working at a mid-tier or local accounting firm,No,,46020,,Public Accounting,Medium,United States,Male,Audit,
7/28/2020 23:09:47,I am currently working at a Big 4 accounting firm,No,,60000,,Finance,High,United States,Male,Audit,
7/28/2020 23:15:47,,,,,,,,,,,
7/28/2020 23:19:42,I am currently working at a Big 4 accounting firm,No,,"$57,000 including Super",,Public Accounting,High,Australia/New Zealand,Other,Audit,
7/28/2020 23:20:44,I am still in school,No,,,,Public Accounting,Medium,United States,Male,Advisory - Valuations,
7/28/2020 23:44:55,,,,,,,,,,,
7/28/2020 23:52:53,I have never worked at a public accounting firm,No,,55000,,Manufacturing,Medium,United States,Male,Audit,
7/28/2020 23:53:38,,,,,,,,,,,
7/29/2020 0:01:57,I am currently working at a Big 4 accounting firm,No,,62000,,Technology,High,United States,Female,Advisory - Risk/IT Advisory,
7/29/2020 1:32:30,I am still in school,No,,,,Public Accounting,High,United States,Male,Audit,
7/29/2020 1:53:08,I am still in school,No,,,,,,United States,Male,,
7/29/2020 2:15:34,I am still in school,No,,,,,Medium,United States,Male,,
7/29/2020 3:09:46,I am still in school,No,,,,,,,,,
7/29/2020 3:20:52,I am still in school,No,,,,,,,,,
7/29/2020 3:24:43,I have never worked at a public accounting firm,No,,230000,,Finance,High,United States,Male,Software Engineer,
7/29/2020 4:25:36,I am still in school,No,,,,Public Accounting,High,United States,Male,Audit,
7/29/2020 4:30:28,I am still in school,No,,,,,Medium,EU,Male,Audit,
7/29/2020 4:54:17,I have never worked at a public accounting firm,No,,50000,,Technology,Medium,EU,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/29/2020 6:13:42,,,,,,,,,,,
7/29/2020 6:49:33,I am currently working at a Big 4 accounting firm,No,,44000,,Public Accounting,Medium,Canada,Male,Tax,
7/29/2020 6:54:07,I am currently working at a mid-tier or local accounting firm,No,,,,Public Accounting,High,EU,Male,Audit,
7/29/2020 6:54:59,I am currently working at a mid-tier or local accounting firm,No,,,,Public Accounting,High,EU,Male,Audit,
7/29/2020 7:02:03,I am currently working at a mid-tier or local accounting firm,No,,64500,,Public Accounting,High,United States,Male,Tax,
7/29/2020 7:05:07,I am currently working at a mid-tier or local accounting firm,No,,"61,000",,Public Accounting,,United States,Male,Audit,
7/29/2020 7:15:01,,,,,,,,,,,
7/29/2020 7:28:00,I am still in school,No,,,,,,,Male,,
7/29/2020 8:39:01,I am currently working at a Big 4 accounting firm,No,,27700,,Public Accounting,Low,EU,Male,Audit,
7/29/2020 8:50:26,I am currently working at a mid-tier or local accounting firm,No,,72000,,Public Accounting,High,United States,Male,Advisory - Other,
7/29/2020 9:02:25,I have never worked at a public accounting firm,No,,68000,,Finance,High,United States,Male,,
7/29/2020 9:08:09,I am still in school,No,,,,,,EU,Male,,
7/29/2020 9:08:14,I am still in school,No,,,,,,EU,Male,,
7/29/2020 9:36:26,,,,,,,,,,,
7/29/2020 9:56:50,I am currently working at a Big 4 accounting firm,No,,95000,,Finance,Medium,United States,Male,Advisory - Other,
7/29/2020 11:15:33,I am currently working at a Big 4 accounting firm,No,,104000,4.5,Public Accounting,High,United States,Male,Tax,
7/29/2020 11:41:34,I am still in school,No,,,,Public Accounting,Medium,United States,Male,Tax,
7/29/2020 12:42:43,I am still in school,No,,,,,,United States,Male,,
7/29/2020 12:51:24,I am still in school,No,,,,,High,Australia/New Zealand,Male,,
7/29/2020 16:48:44,I have never worked at a public accounting firm,No,,,,,,United States,Female,,
7/29/2020 17:53:28,I am currently working at a Big 4 accounting firm,No,,38000,,Public Accounting,,United States,Male,indirect tax ,
7/29/2020 19:35:59,I am currently working at a Big 4 accounting firm,No,,,,,,,,,
7/29/2020 21:22:56,I am still in school,No,,,,Public Accounting,High,United States,Male,Tax,
7/29/2020 21:39:46,I am still in school,No,,,,Public Accounting,Medium,United States,Male,Audit,
7/29/2020 21:50:34,I am still in school,No,,125000,,Other,High,United States,Prefer not to say,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/29/2020 22:40:57,I am currently working at a Big 4 accounting firm,No,,68000,,Public Accounting,High,United States,Female,Tax,
7/29/2020 22:43:53,I am currently working at a mid-tier or local accounting firm,No,,63000,,Public Accounting,High,United States,Male,Tax,
7/29/2020 23:25:54,I have never worked at a public accounting firm,No,,67000,,Finance,Medium,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
7/30/2020 0:06:38,I am currently working at a mid-tier or local accounting firm,No,,59000,,Public Accounting,High,United States,Female,Tax,
7/30/2020 0:43:44,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,101000,,Other,High,United States,Prefer not to say,Advisory - Risk/IT Advisory,
7/30/2020 1:05:37,I am currently working at a Big 4 accounting firm,No,,75000,,Public Accounting,High,United States,Female,Advisory - Valuations,
7/30/2020 1:47:51,I am currently working at a mid-tier or local accounting firm,No,,45000,,Public Accounting,Medium,EU,Male,Audit,
7/30/2020 2:58:13,I am still in school,,,,,,,,,,
7/30/2020 3:13:28,I am currently working at a mid-tier or local accounting firm,No,,55500,,Public Accounting,Medium,United States,Male,Audit,
7/30/2020 5:32:14,I am still in school,No,,30000,,Construction,Medium,United States,Male,,
7/30/2020 7:05:21,I am still in school,No,,,,,High,United States,Male,Tax,
7/30/2020 8:01:32,,,,,,,Medium,United States,Male,,
7/30/2020 8:14:50,I am still in school,No,,,,,,United States,Male,,
7/30/2020 8:31:41,I am currently working at a mid-tier or local accounting firm,No,,58000,,Public Accounting,Medium,United States,Female,Tax,
7/30/2020 10:09:48,I am currently working at a Big 4 accounting firm,No,,26047,,Public Accounting,Medium,Canada,Male,Tax,
7/30/2020 13:31:15,,,,,,,,,,,
7/30/2020 13:52:48,I am currently working at a Big 4 accounting firm,No,,62000,,Public Accounting,High,United States,Male,Audit,
7/30/2020 14:24:52,,,,,,,,,,,
7/30/2020 14:58:24,I am currently working at a Big 4 accounting firm,No,,61000,,Public Accounting,High,United States,Male,Tax,50
7/30/2020 17:37:59,I am currently working at a Big 4 accounting firm,No,,78000,,Public Accounting,High,United States,Male,-Advisory - Deal Advisory,50
7/30/2020 20:54:55,I am currently working at a mid-tier or local accounting firm,No,,69000,,Technology,Medium,United States,Male,Tax,50
7/30/2020 22:50:42,I am currently working at a mid-tier or local accounting firm,No,,50000,,,Low,United States,Female,Audit,43
7/31/2020 2:00:33,I am currently working at a Big 4 accounting firm,No,,57000,,Public Accounting,Medium,United States,Male,Tax,53
7/31/2020 4:01:19,,,,,,,,,,,
7/31/2020 6:37:18,I am currently working at a Big 4 accounting firm,No,,72000,,Public Accounting,High,United States,Female,-Advisory - Deal Advisory,50
7/31/2020 9:59:59,I am currently working at a mid-tier or local accounting firm,No,,160000,,Public Accounting,High,United States,Male,Advisory - Risk/IT Advisory,45
7/31/2020 10:33:42,I have never worked at a public accounting firm,No,,47500,,Medical,Medium,United States,Male,Audit,40
7/31/2020 13:20:34,I am currently working at a Big 4 accounting firm,No,,,,Government,Medium,United States,Male,,
7/31/2020 13:22:05,I am currently working at a Big 4 accounting firm,No,,,,Government,Medium,United States,Male,,
7/31/2020 17:48:35,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,55500,,Public Accounting,Low,United States,Male,Audit,55
7/31/2020 23:13:17,,,,,,,,,,,
7/31/2020 23:47:10,I am still in school,No,,57700,,Public Accounting,Low,United States,Male,Audit,
8/1/2020 2:11:11,I am still in school,No,,57700,,Public Accounting,Low,United States,Male,Audit,
8/1/2020 16:50:50,I am still in school,No,,63000,,Public Accounting,Medium,United States,Female,Advisory - Risk/IT Advisory,
8/1/2020 20:31:27,,,,,,,,,,,
8/1/2020 22:52:32,I am currently working at a mid-tier or local accounting firm,No,,65000,,Public Accounting,High,United States,Male,Audit,48
8/2/2020 15:58:06,,,,,,,,,,,
8/2/2020 17:44:32,I am currently working at a mid-tier or local accounting firm,No,,90000,,Technology,Medium,United States,Male,Advisory - Risk/IT Advisory,50
8/2/2020 21:46:19,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,52000,,Public Accounting,Medium,United States,Female,Audit,
8/3/2020 10:18:51,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,62000,,Public Accounting,High,United States,Female,Audit,42
8/3/2020 13:23:14,I am still in school,No,,54500,,,Medium,United States,,Audit,
8/3/2020 19:43:03,I am currently working at a Big 4 accounting firm,No,,60000,,Public Accounting,High,United States,Male,Audit,45
8/3/2020 20:53:07,I am currently working at a mid-tier or local accounting firm,No,,57000,,Government,High,United States,Male,Audit,40
8/21/2020 18:40:15,I have already exited from a Big 4 Accounting firm,Yes,7,97000,2,Manufacturing,High,United States,Male,Tax,40
8/4/2020 6:55:51,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,51000,,Public Accounting,Low,United States,Female,Audit,40
8/4/2020 18:53:52,I am still in school,No,,,,,,United States,Male,,0
8/5/2020 10:44:14,I am still in school,No,,,,Public Accounting,Medium,United States,Male,Tax,
8/5/2020 11:59:41,I am currently working at a mid-tier or local accounting firm,No,,50000,,Public Accounting,Medium,United States,Female,Tax,40
8/5/2020 18:07:16,I am still in school,No,,,,,,United States,Female,,
8/6/2020 18:53:40,I am still in school,No,,,,,,,,,
8/7/2020 9:55:51,I have never worked at a public accounting firm,No,,71000,,Manufacturing,Low,United States,Male,Audit,40
8/7/2020 11:53:44,I am still in school,,,,,,,,Male,,
8/7/2020 12:44:42,I am still in school,No,,53000,,Public Accounting,Medium,United States,Male,Audit,
8/7/2020 18:28:55,I am still in school,No,,59000,,Public Accounting,Medium,United States,Female,Audit,
8/7/2020 22:44:41,I am currently working at a mid-tier or local accounting firm,No,,63000,,Public Accounting,Medium,United States,Male,Tax,
8/8/2020 0:36:19,I am still in school,No,,,,Public Accounting,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
8/8/2020 11:01:11,I am currently working at a mid-tier or local accounting firm,No,,55500,,Public Accounting,Low,United States,Male,Advisory - Other,
8/8/2020 11:46:23,I am currently working at a Big 4 accounting firm,No,,68000,,Public Accounting,High,United States,Male,Tax,50
8/8/2020 15:28:22,I am currently working at a Big 4 accounting firm,No,,33000,,,,,,,
8/9/2020 1:39:14,I am still in school,No,,,,Public Accounting,High,United States,Male,Tax,
8/9/2020 10:11:07,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,77000,,Public Accounting,High,United States,Male,Tax,40
8/9/2020 12:39:07,I am currently working at a mid-tier or local accounting firm,No,,53000,,Public Accounting,Low,United States,Female,Tax,50
8/10/2020 11:03:52,,,,,,,,,,,
8/10/2020 11:32:52,,,,,,,,,,,
8/10/2020 12:00:58,I am still in school,No,,69000,,Public Accounting,High,United States,Male,Audit,
8/10/2020 19:07:49,I am currently working at a Big 4 accounting firm,No,,47500,,Public Accounting,,United States,Female,Audit,40
8/10/2020 21:44:23,I have never worked at a public accounting firm,No,,,,Finance,Medium,Canada,Female,Banking,37.5
8/10/2020 22:06:29,I am currently working at a Big 4 accounting firm,No,,71000,,Public Accounting,Medium,United States,Male,-Advisory - Deal Advisory,50
8/11/2020 4:59:55,I am currently working at a Big 4 accounting firm,No,,37500,,Finance,,EU,Male,Audit,45
8/11/2020 12:03:56,I have never worked at a public accounting firm,No,,53000,,Government,Medium,United States,Male,Audit,40
8/11/2020 20:59:52,,,,,,,,,,,
8/12/2020 13:39:50,I am currently working at a Big 4 accounting firm,No,,62000,,Public Accounting,,United States,Male,Audit,
8/12/2020 17:29:36,I am currently working at a Big 4 accounting firm,No,1,56000,,Public Accounting,Low,United States,Male,Audit,55
8/12/2020 17:45:13,I have already exited from a mid-tier or local accounting firm,Yes,5,99000,4.5,Energy,Medium,United States,Male,Audit,40
8/12/2020 18:52:07,I am currently working at a Big 4 accounting firm,Yes,15,171900,,Public Accounting,High,United States,Male,Tax,45
8/12/2020 19:08:48,I am currently working at a mid-tier or local accounting firm,No,4,68000,,Public Accounting,Medium,United States,Male,Tax,50
8/12/2020 19:39:50,I am currently working at a Big 4 accounting firm,No,0.5,54200,,Public Accounting,Low,United States,Prefer not to say,Tax,60
8/12/2020 20:19:26,I am currently working at a mid-tier or local accounting firm,Yes,4,74000,,Public Accounting,High,United States,Male,Tax,
8/12/2020 20:57:58,I have never worked at a public accounting firm,No,10,115000,,Manufacturing,Low,United States,Male,,45
8/12/2020 21:38:17,I am currently working at a Big 4 accounting firm,No,,53000,,Public Accounting,Low,United States,Female,Audit,50
8/12/2020 21:40:36,I have never worked at a public accounting firm,No,4,50000,1.5,Medical,Medium,United States,Male,Staff accountant,45
8/12/2020 22:35:03,I am currently working at a mid-tier or local accounting firm,No,2,55000,,Public Accounting,Medium,United States,Female,Advisory - Risk/IT Advisory,40
8/12/2020 23:23:44,I have never worked at a public accounting firm,No,8,105000,,Government,High,United States,Female,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/13/2020 1:31:25,I am currently working at a mid-tier or local accounting firm,No,2,70000,,Public Accounting,High,United States,Male,Audit,50
8/13/2020 1:47:02,I have never worked at a public accounting firm,No,3,55000,,Manufacturing,High,United States,Male,AR/AP,55
8/13/2020 2:15:19,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,60000,,Public Accounting,High,United States,Female,Audit,50
8/13/2020 6:47:30,I have never worked at a public accounting firm,No,10,100000,,Hospitality,High,United States,Male,Corporate Accounting and Finance,60
8/13/2020 7:25:57,I have never worked at a public accounting firm,Yes,15,225000,,Medical,Low,United States,Male,FP&A,40
8/13/2020 8:28:28,I have never worked at a public accounting firm,No,3,30000,,Manufacturing,Low,Canada,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/13/2020 8:44:27,I am currently working at a Big 4 accounting firm,Yes,3,80000,,Public Accounting,High,United States,Male,Tax,55
8/21/2020 13:16:51,I have already exited from a Big 4 Accounting firm,No,8,60000,4,Technology,Medium,India,Female,Audit,40
8/3/2020 16:58:54,I have already exited from a Big 4 Accounting firm,Yes,7.5,135000,7,Technology,High,United States,Male,Tax,35
8/13/2020 14:59:20,I am currently working at a Big 4 accounting firm,No,2,9071,,Transportation,High,Middle East,Male,Audit,57.5
8/13/2020 15:29:03,I am currently working at a mid-tier or local accounting firm,Yes,12,101000,,Public Accounting,Medium,United States,Male,Audit,47
8/13/2020 16:01:42,I am currently working at a Big 4 accounting firm,No,1,11000,,Other,Low,EU,Male,Audit,50
8/13/2020 18:43:47,I am currently working at a mid-tier or local accounting firm,No,4,69700,,Public Accounting,Low,United States,Male,Audit,50
8/13/2020 19:55:29,I am currently working at a mid-tier or local accounting firm,No,1,51000,,Public Accounting,Low,United States,Male,Business Services,40
8/13/2020 21:32:14,I am currently working at a Big 4 accounting firm,No,11,305000,,Public Accounting,Medium,United States,Male,Tax,45
8/13/2020 21:42:58,I am currently working at a mid-tier or local accounting firm,No,4,39982.86,,Public Accounting,Medium,Australia/New Zealand,Male,Tax,37.5
8/13/2020 21:58:36,I am currently working at a Big 4 accounting firm,No,1.5,61000,,Public Accounting,High,United States,Male,Tax,60
8/13/2020 23:26:20,I am currently working at a Big 4 accounting firm,Yes,3,71000,,Public Accounting,Medium,United States,Female,Tax,55
8/14/2020 7:20:05,I have never worked at a public accounting firm,No,8,70000,,Medical,Low,United States,Male,,30
8/14/2020 8:12:03,I am currently working at a mid-tier or local accounting firm,Yes,16,190000,,Public Accounting,High,United States,Male,Audit,50
8/14/2020 11:10:35,I have never worked at a public accounting firm,No,10,112000,,Hospitality,Low,United States,Male,,40
8/14/2020 11:15:52,I am currently working at a Big 4 accounting firm,Yes,3,86000,,Public Accounting,High,United States,Male,Tax,60
8/14/2020 11:33:27,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,3,35000,0,Public Accounting,Medium,EU,Male,Audit,50
8/14/2020 12:29:47,I am currently working at a mid-tier or local accounting firm,Yes,2,70000,,Finance,Medium,Latin America,Male,Advisory - Risk/IT Advisory,60
8/14/2020 12:56:45,I have never worked at a public accounting firm,Yes,2,62000,,Other,Low,United States,Male,Audit,40
8/14/2020 13:15:21,I am currently working at a mid-tier or local accounting firm,No,1.5,50321,,Public Accounting,Medium,United States,Male,Audit,45
8/14/2020 14:18:11,I am currently working at a mid-tier or local accounting firm,No,1,57000,,Public Accounting,Medium,United States,Female,Audit,50
8/14/2020 14:21:16,I am currently working at a Big 4 accounting firm,No,1,135000,,Public Accounting,High,United States,Male,Tax,40
8/14/2020 14:38:27,I have never worked at a public accounting firm,No,2,50000,,Transportation,High,United States,Male,staff accountant,50
8/14/2020 15:06:21,I have already exited from a mid-tier or local accounting firm,Yes,3.5,72000,3.4,Government,Medium,United States,Female,Audit,40
8/12/2020 13:38:51,I have already exited from a Big 4 Accounting firm,Yes,8,128000,3,Other,High,United States,Male,FP&A,45
8/14/2020 16:15:33,I am currently working at a mid-tier or local accounting firm,No,2,67000,,Public Accounting,,United States,Female,Audit,45
8/14/2020 17:02:06,I have already exited from a mid-tier or local accounting firm,Yes,5,82500,2.5,Other,Medium,United States,Female,Audit,45
8/14/2020 17:03:01,I am currently working at a mid-tier or local accounting firm,Yes,7,123000,,Public Accounting,High,United States,Female,Tax,43
8/14/2020 18:16:04,I am currently working at a Big 4 accounting firm,No,,29000,,,Medium,EU,Male,-Advisory - Deal Advisory,37.5
8/14/2020 19:26:22,I have never worked at a public accounting firm,No,6,101500,,Other,Medium,United States,Male,,50
8/14/2020 19:46:16,I am currently working at a mid-tier or local accounting firm,No,2,327000,,Public Accounting,High,Australia/New Zealand,Female,Tax,40
8/14/2020 20:48:36,I am currently working at a Big 4 accounting firm,No,2,65000,,Public Accounting,Medium,United States,Male,Audit,50
8/14/2020 23:24:04,I have never worked at a public accounting firm,No,10,230000,,Finance,Low,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,60
7/30/2020 0:25:22,I have already exited from a Big 4 Accounting firm,Yes,9,300000,3,Technology,High,United States,Male,Audit,
8/15/2020 4:14:55,I am currently working at a mid-tier or local accounting firm,Yes,2,62000,,Public Accounting,Medium,United States,Male,Audit,42
8/15/2020 6:04:29,I am currently working at a mid-tier or local accounting firm,Yes,2,64000,,Public Accounting,Medium,United States,Male,Audit,50
8/15/2020 7:36:15,I am currently working at a mid-tier or local accounting firm,Yes,3,54600,,Public Accounting,Medium,United States,Male,Audit,48
8/15/2020 7:52:24,I am currently working at a mid-tier or local accounting firm,Yes,5.5,67000,,Public Accounting,Medium,United States,Male,Tax,45
8/15/2020 8:52:14,I have already exited from a mid-tier or local accounting firm,No,3,65500,0.333,Other,Medium,United States,Female,Advisory - Risk/IT Advisory,40
8/15/2020 12:07:29,I am currently working at a Big 4 accounting firm,Yes,4,72000,,Public Accounting,Medium,United States,Male,Audit,45
8/15/2020 12:34:05,I am currently working at a mid-tier or local accounting firm,No,1,55000,,Public Accounting,Low,United States,Male,Tax,50
8/15/2020 14:27:14,I am currently working at a mid-tier or local accounting firm,No,1,63000,,Public Accounting,High,United States,Male,Tax,40
7/31/2020 11:58:12,I have already exited from a Big 4 Accounting firm,Yes,9.5,141000,2.5,Other,Medium,United States,Male,Contracting ,40
8/15/2020 15:23:17,I have never worked at a public accounting firm,No,5,112000,,Other,High,United States,Female,Fund Accounting,35
8/17/2020 21:26:20,I have already exited from a Big 4 Accounting firm,No,8,176250,3,Technology,High,United States,Male,Tax,55
8/15/2020 16:34:23,I have already exited from a mid-tier or local accounting firm,Yes,3,72000,3,Public Accounting,Low,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,45
8/15/2020 20:16:22,I have never worked at a public accounting firm,No,5,80000,,Other,Medium,United States,Female,,45
8/15/2020 20:17:25,I have never worked at a public accounting firm,No,5,80000,,Other,Medium,United States,Female,,45
8/3/2020 7:26:46,I have already exited from a Big 4 Accounting firm,Yes,9,119000,7,Agriculture/Food processing,Medium,United States,Female,Audit,35
8/15/2020 23:10:15,I have already exited from a mid-tier or local accounting firm,Yes,7,85000,5,Energy,Medium,United States,Male,Tax,40
8/16/2020 0:27:23,I have never worked at a public accounting firm,No,7,67873,,Manufacturing,Medium,Canada,Male,,52
8/16/2020 2:32:44,I am currently working at a mid-tier or local accounting firm,No,2,44000,,Public Accounting,Medium,United States,Male,Tax,40
8/16/2020 4:18:37,I am still in school,No,1,30000,,Other,High,Canada,Male,AR/AP,37.5
8/16/2020 6:41:27,I am currently working at a mid-tier or local accounting firm,Yes,3.5,58000,,Public Accounting,Low,United States,Male,Audit,45
8/1/2020 18:46:39,I have already exited from a Big 4 Accounting firm,Yes,9,130000,2,Finance,High,United States,Male,Tax,45
8/16/2020 8:34:19,I am currently working at a mid-tier or local accounting firm,Yes,7.5,102000,,Public Accounting,Medium,United States,Male,Tax,50
8/16/2020 10:25:04,I am currently working at a Big 4 accounting firm,No,0.5,38500,,Public Accounting,High,Australia/New Zealand,Male,Audit,50
8/16/2020 13:29:33,I have already exited from a Big 4 Accounting firm,Yes,4.2,74768,4,Medical,Medium,Canada,Male,Audit,40
8/13/2020 11:54:07,I have already exited from a Big 4 Accounting firm,Yes,9,132000,2,Technology,Medium,United States,Female,Audit,45
8/16/2020 13:47:38,I have never worked at a public accounting firm,No,3,75000,,Technology,High,United States,Male,,60
8/16/2020 14:19:50,I am currently working at a mid-tier or local accounting firm,Yes,12,103000,,Public Accounting,Low,United States,Male,Both audit and tax,45
8/16/2020 15:38:01,I am currently working at a Big 4 accounting firm,Yes,4,104000,,Public Accounting,High,United States,Female,Tax,55
8/16/2020 15:38:13,I am currently working at a Big 4 accounting firm,Yes,4,104000,,Public Accounting,High,United States,Female,Tax,55
8/16/2020 18:03:20,I am currently working at a Big 4 accounting firm,No,,72000,,Public Accounting,High,United States,Male,Advisory - Risk/IT Advisory,
8/16/2020 18:08:00,I am currently working at a mid-tier or local accounting firm,Yes,2.5,58300,,Public Accounting,Medium,United States,Male,Audit,47
8/16/2020 19:07:54,I am still in school,No,,,,,,United States,Male,,
8/16/2020 20:43:49,I have never worked at a public accounting firm,No,1,67000,,Technology,High,United States,Male,Financial Reporting ,45
8/16/2020 21:05:59,I am currently working at a mid-tier or local accounting firm,No,,67000,,Public Accounting,High,United States,Male,Tax,30
8/16/2020 22:12:16,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,,60000,,Public Accounting,Medium,United States,Male,Advisory - Other,55
8/16/2020 22:19:49,I am currently working at a Big 4 accounting firm,Yes,2,80000,,Public Accounting,High,United States,Male,Audit,45
8/16/2020 23:03:19,I am currently working at a mid-tier or local accounting firm,Yes,2,63000,,Public Accounting,High,United States,Male,Audit,60
8/17/2020 0:16:54,I have never worked at a public accounting firm,Yes,7,60000,,Other,,Canada,Male,Industry,40
8/17/2020 0:21:59,I am currently working at a mid-tier or local accounting firm,No,2.5,62000,,Public Accounting,High,United States,Female,Tax,45
8/17/2020 0:32:45,I have never worked at a public accounting firm,No,1,45000,,Medical,High,United States,Male,,40
8/17/2020 1:53:59,I am currently working at a Big 4 accounting firm,No,2,66000,,Public Accounting,High,United States,Male,Audit,45
8/17/2020 1:56:33,I am currently working at a Big 4 accounting firm,Yes,3,65500,,Public Accounting,Medium,United States,Male,Audit,50
8/17/2020 8:02:28,I have never worked at a public accounting firm,Yes,13,175000,,Other,High,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,40
8/17/2020 10:13:47,I am currently working at a mid-tier or local accounting firm,No,1,54000,,Public Accounting,Medium,United States,Male,Tax,40
8/17/2020 11:36:11,I have never worked at a public accounting firm,Yes,10,77000,,Government,Medium,United States,Female,Audit,40
7/28/2020 21:57:00,I have already exited from a Big 4 Accounting firm,Yes,10,148000,5,Manufacturing,High,United States,Male,Audit,
8/17/2020 14:12:37,I am currently working at a mid-tier or local accounting firm,Yes,4,75773,,Public Accounting,High,Canada,Male,Audit,43
8/17/2020 15:45:38,I am currently working at a Big 4 accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,0.5,59000,,Public Accounting,Medium,United States,Male,Tax,45
8/17/2020 16:39:07,I am currently working at a Big 4 accounting firm,No,,28747,,Other,Medium,Canada,Female,EY Law,45
7/28/2020 19:22:23,I have already exited from a Big 4 Accounting firm,Yes,14,185000,8,Technology,Medium,United States,Male,Advisory - Transaction Services/Financial Due Diligence/Corporate Finance/Restructuring,
8/13/2020 13:29:22,I have already exited from a Big 4 Accounting firm,Yes,10.5,180000,7,Finance,Medium,United States,Male,Audit,45
8/17/2020 18:17:14,I have already exited from a mid-tier or local accounting firm,Yes,2,66500,2,Medical,Low,United States,Female,Tax,40
8/17/2020 18:23:02,I am currently working at a mid-tier or local accounting firm,I've passed all my CPA exams but I'm still completing the experience requirement,1,60000,,Public Accounting,Low,United States,Male,Tax and Audit,44
